dim,stream,icc,rho_arat,rho_fma,cohens_d,abs_d,abs_rho
71,acc_std,0.9620669,0.7532653512536991,0.7341127506114461,-1.3787684440612793,1.3787684440612793,0.7532653512536991
7,acc_mean,0.94548136,0.7387518723416756,0.7110096617784724,-1.2095876932144165,1.2095876932144165,0.7387518723416756
20,acc_mean,0.94398564,0.7374858918667953,0.7195126564132232,-0.942264199256897,0.942264199256897,0.7374858918667953
120,acc_std,0.95797473,-0.7232364492495329,-0.7189078959035029,0.9836475849151611,0.9836475849151611,0.7232364492495329
11,acc_mean,0.9890895,-0.7159061512949807,-0.7030008384553728,1.2755564451217651,1.2755564451217651,0.7159061512949807
35,acc_mean,0.98610663,-0.7080609438506453,-0.6978974949724512,1.293763279914856,1.293763279914856,0.7080609438506453
74,acc_std,0.9699095,-0.7080160344515365,-0.686894256440097,1.06230890750885,1.06230890750885,0.7080160344515365
31,acc_mean,0.9558431,0.7050473683104408,0.6846816991276803,-0.9765635132789612,0.9765635132789612,0.7050473683104408
47,acc_mean,0.98953116,-0.7018262803743537,-0.6908476269333074,1.326464295387268,1.326464295387268,0.7018262803743537
5,acc_mean,0.9853609,0.7001359835078925,0.6867434529881847,-1.2867945432662964,1.2867945432662964,0.7001359835078925
102,acc_std,0.9801637,-0.6931897383457202,-0.6764733512374352,1.148180603981018,1.148180603981018,0.6931897383457202
52,acc_mean,0.9841154,-0.6929481567505136,-0.6773487846095625,1.2533437013626099,1.2533437013626099,0.6929481567505136
109,acc_std,0.95108414,0.6911448120862955,0.6696763689868825,-1.220108985900879,1.220108985900879,0.6911448120862955
49,acc_mean,0.98637414,0.6908761299916267,0.678321660212156,-1.2500337362289429,1.2500337362289429,0.6908761299916267
10,acc_mean,0.98299116,0.6900592435078354,0.6812518872854685,-1.29156494140625,1.29156494140625,0.6900592435078354
36,acc_mean,0.9840497,0.690011236908788,0.6674916523117421,-1.0909067392349243,1.0909067392349243,0.690011236908788
75,acc_std,0.98959035,0.6891517639258417,0.6831349970567844,-1.3595134019851685,1.3595134019851685,0.6891517639258417
4,acc_mean,0.96962166,-0.6870131473682761,-0.6745709076902331,1.2461273670196533,1.2461273670196533,0.6870131473682761
23,acc_mean,0.977566,-0.6841861781243689,-0.6635661224558079,1.0634385347366333,1.0634385347366333,0.6841861781243689
27,acc_mean,0.949781,-0.6824130311595517,-0.6722036801707267,1.239692211151123,1.239692211151123,0.6824130311595517
41,acc_mean,0.9435759,-0.6770734584654995,-0.657674734267765,1.0643998384475708,1.0643998384475708,0.6770734584654995
54,acc_mean,0.9748597,0.6748814152089941,0.6691412100703528,-1.2999740839004517,1.2999740839004517,0.6748814152089941
21,acc_mean,0.98515177,0.6745198171161688,0.6542209485434543,-1.230312466621399,1.230312466621399,0.6745198171161688
100,acc_std,0.97309935,0.6740389768257097,0.6583173889782222,-1.3907675743103027,1.3907675743103027,0.6740389768257097
37,acc_mean,0.9437094,-0.6724686964568672,-0.6531305235834725,1.097266674041748,1.097266674041748,0.6724686964568672
16,acc_mean,0.9719794,-0.6709812661863809,-0.6505382509126508,1.0920798778533936,1.0920798778533936,0.6709812661863809
113,acc_std,0.98083794,-0.6649448235061561,-0.6432231234683482,0.9247963428497314,0.9247963428497314,0.6649448235061561
59,acc_mean,0.97855645,-0.662294394658746,-0.6606745629342679,1.2126646041870117,1.2126646041870117,0.662294394658746
30,acc_mean,0.9694499,0.6616292709719432,0.6609823566463762,-1.2543150186538696,1.2543150186538696,0.6616292709719432
1,acc_mean,0.9637167,0.6605808687927457,0.6356728973092692,-1.0101083517074585,1.0101083517074585,0.6605808687927457
40,acc_mean,0.9600967,0.6546861230097093,0.6290537857968698,-1.0794914960861206,1.0794914960861206,0.6546861230097093
42,acc_mean,0.95596343,0.6534162710349057,0.6526363522718214,-1.129442811012268,1.129442811012268,0.6534162710349057
43,acc_mean,0.9532909,0.6458978181840869,0.6310088172144823,-1.2161505222320557,1.2161505222320557,0.6458978181840869
33,acc_mean,0.975134,0.6451777191983752,0.639616987590054,-1.2664178609848022,1.2664178609848022,0.6451777191983752
56,acc_mean,0.9832634,-0.6409415239824299,-0.639811872050987,1.2397716045379639,1.2397716045379639,0.6409415239824299
0,acc_mean,0.9794761,0.6369647192613377,0.6339003767360223,-1.4025349617004395,1.4025349617004395,0.6369647192613377
95,acc_std,0.9426109,0.6357173219860884,0.638456961036882,-1.1788498163223267,1.1788498163223267,0.6357173219860884
111,acc_std,0.9836048,0.6342422805153562,0.6311279132739415,-1.372190237045288,1.372190237045288,0.6342422805153562
9,acc_mean,0.93795305,0.6328694466425961,0.6214030240031827,-1.1835590600967407,1.1835590600967407,0.6328694466425961
53,acc_mean,0.9518414,0.6307919997838168,0.6290445055844442,-0.922939121723175,0.922939121723175,0.6307919997838168
18,acc_mean,0.97645295,0.6281253106367292,0.6286972709695282,-1.2223519086837769,1.2223519086837769,0.6281253106367292
127,acc_std,0.9474679,0.6279015379411695,0.6227308677310468,-1.0666943788528442,1.0666943788528442,0.6279015379411695
110,acc_std,0.9764721,0.626098967576936,0.6003245681810117,-1.3021217584609985,1.3021217584609985,0.626098967576936
25,acc_mean,0.9316043,-0.6236707628251165,-0.5982558541611883,1.0574709177017212,1.0574709177017212,0.6236707628251165
51,acc_mean,0.9790986,0.6220362155575492,0.6205631647786861,-1.2192175388336182,1.2192175388336182,0.6220362155575492
3,acc_mean,0.98030233,-0.6038239056189181,-0.6034898939691005,1.2584915161132812,1.2584915161132812,0.6038239056189181
